repo,month,IssueCommentEvent,PullRequestEvent,PullRequestReviewEvent,PushEvent,IssuesEvent,PullRequestReviewCommentEvent,DeleteEvent,CreateEvent,ReleaseEvent,ForkEvent,CommitCommentEvent,WatchEvent,MemberEvent,total
hyperledger/anoncreds-rs,2023-01,9,1,0,1,0,0,0,0,0,0,0,0,0,11
hyperledger/anoncreds-rs,2023-04,4,0,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-rs,2023-05,2,1,0,1,0,0,0,0,0,0,0,0,0,4
hyperledger/anoncreds-rs,2023-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-rs,2023-07,5,2,3,2,2,0,0,0,0,0,0,0,0,14
hyperledger/anoncreds-rs,2023-08,3,3,0,3,2,0,0,0,0,0,0,0,0,11
hyperledger/anoncreds-rs,2023-09,2,0,0,0,0,0,0,1,1,0,0,0,0,4
hyperledger/anoncreds-rs,2023-10,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-rs,2023-11,4,2,27,1,0,25,0,0,0,0,0,0,0,59
hyperledger/anoncreds-rs,2023-12,17,7,1,3,0,0,0,0,0,1,0,0,0,29
hyperledger/anoncreds-rs,2024-01,21,8,5,7,0,1,0,0,0,0,0,0,0,42
hyperledger/anoncreds-rs,2024-02,10,5,4,2,1,0,0,0,0,0,0,0,0,22
hyperledger/anoncreds-rs,2024-04,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/anoncreds-rs,2024-05,7,0,0,0,0,0,0,0,0,0,0,0,0,7
hyperledger/anoncreds-rs,2024-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-rs,2024-09,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-rs,2024-12,2,2,0,1,0,0,0,0,0,1,0,0,0,6
hyperledger/anoncreds-rs,2025-01,1,4,1,2,0,0,0,2,0,0,0,0,0,10
hyperledger/anoncreds-rs,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-rs,2025-06,1,0,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-rs,2025-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-rs,2025-11,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/indy-did-method,2020-09,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/indy-did-method,2021-03,0,2,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-did-method,2021-05,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-did-method,2021-09,6,19,7,13,2,2,0,1,0,1,0,0,0,51
hyperledger/indy-did-method,2021-12,7,3,0,0,0,0,0,0,0,0,0,0,0,10
hyperledger/indy-did-method,2022-01,8,4,1,1,0,0,0,0,0,0,0,0,0,14
hyperledger/indy-did-method,2022-02,18,17,10,8,7,5,0,0,0,0,0,0,0,65
hyperledger/indy-did-method,2022-03,1,2,3,4,2,1,0,0,0,0,0,0,0,13
hyperledger/indy-did-method,2022-04,3,1,4,1,0,3,0,0,0,0,0,0,0,12
hyperledger/indy-did-method,2022-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-did-method,2022-06,0,3,0,1,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-did-method,2022-07,0,1,1,1,0,0,1,0,0,0,0,0,0,4
hyperledger/indy-did-method,2022-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-did-method,2022-11,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-did-method,2023-02,0,2,0,1,0,0,0,1,0,0,0,0,0,4
hyperledger/indy-did-method,2023-03,2,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-did-method,2023-06,0,0,1,1,1,0,0,0,0,0,0,0,0,3
hyperledger/indy-did-method,2024-02,0,6,7,5,0,0,0,0,0,0,0,0,0,18
hyperledger/indy-did-method,2024-03,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-did-method,2024-04,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-did-method,2024-05,3,5,1,2,0,0,0,0,0,0,0,0,0,11
hyperledger/indy-did-method,2024-09,0,2,2,1,0,0,0,0,0,0,0,0,0,5
hyperledger/indy-did-method,2024-10,0,2,0,1,0,0,0,0,0,1,0,0,0,4
hyperledger/indy-did-method,2025-02,5,3,0,2,0,0,0,0,0,1,0,0,0,11
hyperledger/indy-did-method,2025-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-hipe,2018-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-hipe,2018-07,5,1,0,0,0,4,0,0,0,1,0,0,0,11
hyperledger/indy-hipe,2018-08,15,3,0,0,0,53,0,0,0,0,0,0,0,71
hyperledger/indy-hipe,2018-10,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-hipe,2018-11,5,1,0,0,0,9,0,0,0,0,0,0,0,15
hyperledger/indy-hipe,2018-12,14,2,0,0,0,34,0,0,0,0,0,0,0,50
hyperledger/indy-hipe,2019-01,6,1,0,0,0,3,0,0,0,0,0,0,0,10
hyperledger/indy-hipe,2019-02,5,0,0,0,0,22,0,0,0,0,0,0,0,27
hyperledger/indy-hipe,2019-03,7,0,0,0,0,9,0,0,0,0,0,0,0,16
hyperledger/indy-hipe,2019-04,5,0,0,0,0,6,0,0,0,0,0,0,0,11
hyperledger/indy-hipe,2019-05,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-hipe,2019-06,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-hipe,2019-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-hipe,2020-02,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-hipe,2020-09,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-hipe,2021-02,0,0,1,0,0,1,0,0,0,0,0,0,0,2
hyperledger/indy-hipe,2022-04,0,0,6,0,0,4,0,0,0,0,0,0,0,10
hyperledger/indy-hipe,2024-02,0,2,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-mediator-service,2021-12,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-mediator-service,2022-01,1,0,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/aries-mediator-service,2022-02,0,3,3,2,1,0,0,0,0,0,0,0,0,9
hyperledger/aries-mediator-service,2022-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mediator-service,2022-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mediator-service,2022-07,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-mediator-service,2022-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mediator-service,2022-10,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-mediator-service,2022-12,0,2,2,2,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-mediator-service,2023-01,0,2,1,2,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-mediator-service,2023-03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mediator-service,2023-04,13,6,6,4,5,0,0,0,0,1,0,0,0,35
hyperledger/aries-mediator-service,2023-05,5,0,0,0,2,0,0,0,0,0,0,0,0,7
hyperledger/aries-mediator-service,2023-06,0,0,0,0,2,0,0,0,0,0,0,0,0,2
hyperledger/aries-mediator-service,2023-07,6,10,9,10,2,0,0,0,0,0,0,0,0,37
hyperledger/aries-mediator-service,2023-09,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-mediator-service,2023-10,3,6,8,5,1,3,0,0,0,1,0,0,0,27
hyperledger/aries-mediator-service,2023-11,2,3,1,1,0,0,0,0,0,0,0,0,0,7
hyperledger/aries-mediator-service,2023-12,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-mediator-service,2024-01,0,3,3,3,0,0,0,0,0,0,0,0,0,9
hyperledger/aries-mediator-service,2024-02,1,6,5,6,0,0,0,0,0,0,0,0,0,18
hyperledger/aries-mediator-service,2024-03,0,2,4,2,0,0,0,0,0,0,0,0,0,8
hyperledger/aries-mediator-service,2024-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mediator-service,2024-06,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-mediator-service,2024-08,1,1,0,0,0,0,0,1,0,0,0,0,0,3
hyperledger/indy-vdr,2020-02,0,2,0,2,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-vdr,2020-03,0,4,0,4,2,1,0,0,0,0,0,0,0,11
hyperledger/indy-vdr,2020-04,1,0,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger/indy-vdr,2020-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2020-06,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-vdr,2020-07,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-vdr,2020-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-vdr,2020-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2020-11,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-vdr,2021-02,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-vdr,2021-03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2021-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2021-12,1,0,2,0,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-vdr,2022-01,2,1,2,0,1,0,0,0,0,0,0,0,0,6
hyperledger/indy-vdr,2022-03,8,0,0,0,0,0,0,0,0,0,0,0,0,8
hyperledger/indy-vdr,2022-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2022-10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2023-01,1,3,0,1,0,0,1,1,0,0,0,0,0,7
hyperledger/indy-vdr,2023-02,1,0,0,0,0,0,1,0,0,0,0,0,0,2
hyperledger/indy-vdr,2023-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2023-05,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-vdr,2023-07,0,1,1,0,0,0,1,0,0,0,0,0,0,3
hyperledger/indy-vdr,2023-08,2,1,2,1,0,0,1,0,0,0,0,0,0,7
hyperledger/indy-vdr,2023-09,2,1,0,1,1,0,0,0,0,0,0,0,0,5
hyperledger/indy-vdr,2023-10,0,3,2,2,0,0,0,0,0,0,0,0,0,7
hyperledger/indy-vdr,2023-11,2,1,0,0,3,0,0,0,0,0,0,0,0,6
hyperledger/indy-vdr,2023-12,6,5,4,4,3,0,0,0,0,0,0,0,0,22
hyperledger/indy-vdr,2024-01,2,1,1,2,1,0,1,0,0,0,0,0,0,8
hyperledger/indy-vdr,2024-02,2,4,6,3,0,0,4,0,0,0,0,0,0,19
hyperledger/indy-vdr,2024-03,0,1,1,1,0,0,1,0,0,0,0,0,0,4
hyperledger/indy-vdr,2024-04,2,1,2,2,1,0,0,0,0,0,0,0,0,8
hyperledger/indy-vdr,2024-05,2,1,0,2,0,0,0,0,0,0,0,0,0,5
hyperledger/indy-vdr,2024-06,0,1,1,1,0,0,1,0,0,0,0,0,0,4
hyperledger/indy-vdr,2024-08,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-vdr,2024-09,1,2,1,1,0,0,0,0,0,1,0,0,0,6
hyperledger/indy-vdr,2025-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2025-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-askar,2022-01,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-askar,2022-03,2,0,2,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-askar,2022-06,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-askar,2022-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-askar,2023-01,2,1,0,1,3,0,0,0,0,0,0,0,0,7
hyperledger/aries-askar,2023-02,0,1,0,0,0,0,1,1,0,0,0,0,0,3
hyperledger/aries-askar,2023-03,1,0,3,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-askar,2023-04,2,0,0,0,2,0,0,0,0,0,0,0,0,4
hyperledger/aries-askar,2023-05,0,1,3,1,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-askar,2023-06,4,2,2,1,2,0,0,0,0,1,0,0,0,12
hyperledger/aries-askar,2023-07,0,0,0,0,1,0,1,0,0,0,0,0,0,2
hyperledger/aries-askar,2023-08,2,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-askar,2023-09,1,1,1,2,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-askar,2023-10,1,1,1,1,1,0,1,0,0,0,0,0,0,6
hyperledger/aries-askar,2023-11,8,2,1,2,0,0,0,0,0,0,0,0,0,13
hyperledger/aries-askar,2023-12,1,0,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/aries-askar,2024-01,0,2,2,1,0,0,2,0,0,0,0,0,0,7
hyperledger/aries-askar,2024-02,2,2,5,1,0,0,1,0,0,0,0,0,0,11
hyperledger/aries-askar,2024-03,1,2,2,1,0,0,1,0,0,0,0,0,0,7
hyperledger/aries-askar,2024-04,2,2,5,4,0,0,2,0,0,0,0,0,0,15
hyperledger/aries-askar,2024-05,6,0,1,1,0,0,0,0,0,0,0,0,0,8
hyperledger/aries-askar,2024-06,3,1,1,2,0,0,1,0,0,0,0,0,0,8
hyperledger/aries-askar,2024-07,0,0,1,0,0,1,0,0,0,0,0,0,0,2
hyperledger/aries-askar,2024-09,7,0,4,0,1,0,0,0,0,0,0,0,0,12
hyperledger/aries-askar,2024-10,6,0,1,0,0,0,0,0,0,0,0,0,0,7
trustoverip/tswg-did-method-webs-specification,2023-09,15,1,26,1,3,21,0,0,0,0,0,0,0,67
trustoverip/tswg-did-method-webs-specification,2023-10,5,3,18,1,0,16,0,0,0,1,0,0,0,44
trustoverip/tswg-did-method-webs-specification,2023-11,4,2,0,1,1,0,0,0,0,0,0,0,0,8
trustoverip/tswg-did-method-webs-specification,2023-12,4,0,6,0,3,1,0,0,0,0,0,0,0,14
trustoverip/tswg-did-method-webs-specification,2024-01,2,0,8,0,0,6,0,0,0,0,0,0,0,16
trustoverip/tswg-did-method-webs-specification,2024-04,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2020-04,4,0,0,0,3,0,0,0,0,0,0,0,0,7
hyperledger/indy-node,2020-05,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-node,2020-09,0,0,0,0,3,0,0,0,0,0,0,0,0,3
hyperledger/indy-node,2020-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2021-01,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-node,2021-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2021-09,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-node,2021-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2022-01,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-node,2022-02,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-node,2022-03,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-node,2022-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2022-05,3,0,2,0,1,0,0,0,0,0,0,0,0,6
hyperledger/indy-node,2022-06,0,2,2,1,0,0,0,0,0,0,0,0,0,5
hyperledger/indy-node,2022-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-node,2022-09,0,0,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-node,2022-10,0,1,2,1,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-node,2023-01,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-node,2023-02,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2023-04,0,0,2,0,0,2,0,0,0,0,0,0,0,4
hyperledger/indy-node,2023-05,4,1,6,1,0,1,0,0,0,0,0,0,0,13
hyperledger/indy-node,2023-08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2023-09,2,0,5,0,0,3,0,0,0,0,0,0,0,10
hyperledger/indy-node,2023-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2023-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2024-01,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-node,2024-02,3,5,11,3,0,0,0,0,0,0,0,0,0,22
hyperledger/indy-node,2024-03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2024-05,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-node,2024-06,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2024-09,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2024-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2024-12,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-node,2025-01,1,3,4,2,1,0,1,2,0,0,0,0,0,14
hyperledger/indy-node,2025-02,2,1,6,2,0,1,0,0,0,0,0,0,0,12
openwallet-foundation/acapy-plugins,2024-10,1,2,3,2,1,1,0,0,0,0,0,0,0,10
openwallet-foundation/acapy-plugins,2024-11,0,0,1,0,0,0,0,0,0,1,0,0,0,2
openwallet-foundation/acapy-plugins,2024-12,1,1,4,3,1,0,0,0,0,0,0,0,0,10
openwallet-foundation/acapy-plugins,2025-01,9,7,11,6,2,2,0,0,0,0,0,0,0,37
openwallet-foundation/acapy-plugins,2025-02,0,4,11,4,0,0,0,0,0,0,0,0,0,19
openwallet-foundation/acapy-plugins,2025-03,1,4,3,4,0,0,0,0,0,0,0,0,0,12
openwallet-foundation/acapy-plugins,2025-04,4,1,4,1,2,1,0,0,0,0,0,0,0,13
openwallet-foundation/acapy-plugins,2025-05,1,2,5,1,0,3,0,0,0,0,0,0,0,12
openwallet-foundation/acapy-plugins,2025-06,0,1,1,1,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/acapy-plugins,2025-07,0,0,5,0,0,0,0,0,0,0,0,0,0,5
openwallet-foundation/acapy-plugins,2025-08,0,1,6,0,0,0,0,0,0,0,0,0,0,7
openwallet-foundation/acapy-plugins,2025-09,0,0,2,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/acapy-plugins,2025-12,0,0,2,2,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/acapy-plugins,2026-01,0,0,1,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/acapy-plugins,2026-02,1,0,1,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/acapy-plugins,2026-04,1,0,1,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/acapy-plugins,2026-05,0,1,0,2,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-v2-rs,2023-10,0,0,1,0,1,0,0,0,0,1,0,0,0,3
hyperledger/anoncreds-v2-rs,2023-11,1,2,0,1,9,0,0,0,0,0,0,0,0,13
hyperledger/anoncreds-v2-rs,2024-01,3,1,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-v2-rs,2024-03,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-v2-rs,2024-05,3,3,2,2,0,0,0,0,0,0,0,0,0,10
hyperledger/anoncreds-v2-rs,2024-06,5,3,2,4,0,0,0,0,0,0,0,0,0,14
hyperledger/anoncreds-v2-rs,2024-07,8,3,2,4,0,0,0,0,0,0,0,0,0,17
hyperledger/anoncreds-v2-rs,2024-08,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/anoncreds-v2-rs,2024-12,1,1,2,1,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-v2-rs,2025-01,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/anoncreds-v2-rs,2025-02,2,1,2,2,0,0,0,0,0,0,0,0,0,7
hyperledger/anoncreds-v2-rs,2025-03,10,7,6,5,0,1,0,0,0,1,0,0,0,30
hyperledger/anoncreds-v2-rs,2025-04,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-v2-rs,2025-05,0,3,3,3,0,0,0,0,0,0,0,0,0,9
hyperledger/anoncreds-v2-rs,2025-08,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-v2-rs,2025-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/owl-agent-test-harness,2024-10,12,1,6,1,0,1,0,0,0,1,0,0,0,22
openwallet-foundation/owl-agent-test-harness,2024-11,1,1,1,1,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/owl-agent-test-harness,2024-12,6,2,2,1,1,0,0,0,0,0,0,0,0,12
openwallet-foundation/owl-agent-test-harness,2025-01,5,2,3,2,1,0,0,0,0,0,0,0,0,13
openwallet-foundation/owl-agent-test-harness,2025-02,2,2,2,3,0,0,0,0,0,0,0,0,0,9
openwallet-foundation/owl-agent-test-harness,2025-03,5,4,9,4,0,4,0,0,0,0,0,0,0,26
openwallet-foundation/owl-agent-test-harness,2025-04,0,2,1,1,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/owl-agent-test-harness,2025-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/owl-agent-test-harness,2025-09,2,3,1,0,0,0,0,0,0,0,0,0,0,6
openwallet-foundation/owl-agent-test-harness,2025-12,0,0,1,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/owl-agent-test-harness,2026-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar,2024-11,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/askar,2024-12,12,14,7,9,0,2,4,2,2,1,0,0,0,53
openwallet-foundation/askar,2025-01,1,1,3,1,0,0,0,0,0,0,0,0,0,6
openwallet-foundation/askar,2025-02,0,1,1,1,0,0,1,0,0,0,0,0,0,4
openwallet-foundation/askar,2025-03,0,1,1,1,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/askar,2025-04,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/askar,2025-05,0,4,2,5,1,0,4,0,0,0,0,0,0,16
openwallet-foundation/askar,2025-08,0,0,0,0,0,0,1,0,0,0,0,0,0,1
openwallet-foundation/askar,2025-09,3,1,1,1,0,0,0,0,0,0,0,0,0,6
openwallet-foundation/askar,2025-11,0,0,0,0,0,0,1,0,0,0,0,0,0,1
openwallet-foundation/askar,2025-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar,2026-03,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/aries-endorser-service,2023-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-endorser-service,2023-05,4,2,0,1,0,0,0,0,0,1,0,0,0,8
hyperledger/aries-endorser-service,2023-06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-endorser-service,2023-07,7,0,0,0,0,0,0,0,0,0,0,0,0,7
hyperledger/aries-endorser-service,2023-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-endorser-service,2023-10,1,2,2,2,1,0,0,0,0,0,0,0,0,8
hyperledger/aries-endorser-service,2024-04,0,22,20,21,0,0,0,0,0,0,0,0,0,63
hyperledger/aries-endorser-service,2024-09,0,1,2,1,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-acapy-plugins,2023-10,2,7,5,6,0,1,0,0,0,0,0,0,0,21
hyperledger/aries-acapy-plugins,2023-11,7,4,3,3,0,1,0,0,0,1,0,0,1,20
hyperledger/aries-acapy-plugins,2023-12,2,4,0,4,1,0,0,0,0,0,0,0,0,11
hyperledger/aries-acapy-plugins,2024-02,2,1,2,1,0,0,0,0,0,0,0,0,1,7
hyperledger/aries-acapy-plugins,2024-03,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-acapy-plugins,2024-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-plugins,2024-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-plugins,2024-07,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-acapy-plugins,2024-08,2,7,0,6,1,0,0,1,0,0,0,0,0,17
hyperledger/aries-acapy-plugins,2024-09,0,1,2,1,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-framework-javascript,2021-07,4,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-framework-javascript,2021-08,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-framework-javascript,2021-09,3,1,1,0,0,1,0,0,0,1,0,0,0,7
hyperledger/aries-framework-javascript,2021-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2021-12,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-framework-javascript,2022-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2022-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2022-04,6,0,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-framework-javascript,2022-05,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-framework-javascript,2022-06,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-framework-javascript,2022-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2022-08,5,0,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-framework-javascript,2022-09,3,0,0,0,1,0,0,0,0,0,0,0,0,4
hyperledger/aries-framework-javascript,2022-10,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2022-11,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-framework-javascript,2022-12,0,0,1,0,0,1,0,0,0,0,0,0,0,2
hyperledger/aries-framework-javascript,2023-01,5,0,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-framework-javascript,2023-02,6,0,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-framework-javascript,2023-03,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-framework-javascript,2023-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2023-05,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-framework-javascript,2023-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2023-07,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-framework-javascript,2023-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2023-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2023-10,8,0,0,0,0,0,0,0,0,0,0,0,0,8
