repo,month,IssueCommentEvent,PullRequestReviewEvent,PullRequestEvent,PushEvent,PullRequestReviewCommentEvent,IssuesEvent,CreateEvent,DeleteEvent,ReleaseEvent,ForkEvent,MemberEvent,total
openwallet-foundation/helm-charts,2025-06,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/helm-charts,2025-08,0,10,0,0,0,0,0,0,0,0,0,10
openwallet-foundation/helm-charts,2025-09,0,2,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/helm-charts,2025-12,0,3,0,0,1,0,0,0,0,0,0,4
hyperledger/aries-askar,2023-02,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-askar,2024-02,0,0,2,1,0,0,1,1,0,0,0,5
hyperledger/aries-askar,2024-03,0,1,1,1,0,0,0,1,0,0,0,4
hyperledger/aries-askar,2024-04,0,1,1,0,0,0,0,0,0,0,0,2
hyperledger/aries-askar,2024-05,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-askar,2024-06,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-rfcs,2020-03,1,0,1,0,0,0,0,0,0,1,0,3
hyperledger/aries-rfcs,2020-06,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2024-05,0,2,1,1,0,0,0,0,0,0,0,4
hyperledger/aries-rfcs,2025-01,0,2,1,2,0,0,0,0,0,0,0,5
hyperledger/indy-did-method,2024-02,0,0,1,0,0,0,0,0,0,1,0,2
hyperledger/indy-did-method,2024-05,0,2,1,1,0,0,0,0,0,0,0,4
hyperledger/indy-did-method,2025-02,3,1,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-acapy-tools,2023-04,0,0,1,0,0,0,1,0,1,1,0,4
hyperledger/aries-acapy-tools,2023-05,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-tools,2023-06,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-tools,2024-05,0,1,1,1,0,0,0,0,0,0,0,3
hyperledger/indy-node-container,2022-08,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-container,2022-09,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-container,2024-02,1,0,1,0,0,0,0,0,0,1,0,3
hyperledger/indy-node-container,2024-05,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-container,2025-02,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-container,2025-04,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-container,2025-08,0,0,1,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-endorser-service,2025-02,1,1,1,1,0,1,0,0,0,0,0,5
openwallet-foundation/acapy-endorser-service,2025-10,0,2,0,0,1,0,0,0,0,0,0,3
openwallet-foundation/governance,2024-10,0,2,0,0,2,0,0,0,0,0,0,4
openwallet-foundation/governance,2024-12,1,0,2,0,0,0,0,0,0,1,0,4
hyperledger/aries-mobile-test-harness,2022-01,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-test-harness,2022-05,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-test-harness,2023-07,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/aries-mobile-test-harness,2024-02,0,0,2,1,0,0,0,0,0,0,0,3
hyperledger/aries-socketdock,2024-02,0,1,3,1,0,0,0,0,0,1,0,6
hyperledger/indy-shared-rs,2024-02,1,1,2,1,0,0,0,0,0,0,0,5
hyperledger/indy-shared-rs,2024-04,0,0,0,1,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts,2024-02,2,0,2,0,0,0,0,0,0,1,0,5
openwallet-foundation/credo-ts,2024-05,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts-docs,2024-02,3,0,1,0,0,0,0,0,0,1,0,5
openwallet-foundation/credo-ts-docs,2024-05,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-controllers,2021-12,0,0,3,1,0,0,0,0,0,0,0,4
hyperledger/aries-acapy-controllers,2024-05,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2022-11,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2023-10,1,0,0,0,0,1,0,0,0,0,0,2
hyperledger/governance,2024-06,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2024-10,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/toc,2024-05,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/toc,2024-07,0,2,0,0,1,0,0,0,0,0,0,3
hyperledger/toc,2024-08,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-javascript,2023-10,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-mobile-agent-react-native,2021-12,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-agent-react-native,2024-02,1,0,1,0,0,0,0,0,0,1,0,3
hyperledger/indy-besu,2024-01,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-besu,2024-02,0,0,1,0,0,0,0,0,0,1,0,2
hyperledger/indy-besu,2024-05,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-bls-wrapper-python,2024-02,0,0,2,1,0,0,0,0,0,1,0,4
openwallet-foundation/credo-ts-ext,2024-02,2,0,1,0,0,0,0,0,0,0,0,3
openwallet-foundation/credo-ts-ext,2024-05,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-methods-registry,2024-08,2,0,0,0,0,1,0,0,0,0,0,3
hyperledger/aries-akrida,2024-01,0,0,0,0,0,0,0,0,0,1,0,1
hyperledger/aries-akrida,2024-04,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-sdk-android,2022-01,0,1,1,1,0,0,0,0,0,0,0,3
hyperledger/aries-sdk-java,2022-01,0,1,1,1,0,0,0,0,0,0,0,3
hyperledger/aries-sdk-javascript,2022-01,0,1,1,1,0,0,0,0,0,0,0,3
hyperledger/aries-staticagent-python,2020-03,1,0,1,0,0,0,0,0,0,1,0,3
hyperledger/indy-agent,2020-03,1,0,1,0,0,0,0,0,0,1,0,3
hyperledger/indy-did-networks,2023-03,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-did-networks,2023-12,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-did-networks,2024-11,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/didcomm-mediator-socketdock,2025-01,1,1,0,0,1,0,0,0,0,0,0,3
LF-Decentralized-Trust/governance,2024-11,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/governance,2025-04,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-clsignatures-rs,2024-05,0,1,0,0,0,0,0,0,0,1,0,2
hyperledger/anoncreds-v2-rs,2024-05,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-bbssignatures-rs,2024-05,0,1,0,0,0,0,0,0,0,1,0,2
hyperledger/indy-blssignatures-rs,2024-02,0,0,1,0,0,0,0,0,0,1,0,2
openwallet-foundation/acapy-vc-authn-oidc,2025-08,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-vc-authn-oidc,2025-11,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/mobile-wallet-test-harness,2024-05,1,1,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/business-partner-agent,2021-04,0,0,0,0,0,0,0,0,0,1,0,1
hyperledger/anoncreds-rs,2022-11,0,0,0,0,0,0,0,0,0,1,0,1
hyperledger/aries-builder-images,2024-06,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-dotnet,2022-06,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-vcx,2024-05,0,0,0,0,0,0,0,0,0,1,0,1
hyperledger/bevel,2022-06,0,0,0,0,0,0,0,0,0,1,0,1
hyperledger/indy,2024-08,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-plugins,2025-07,0,0,0,0,0,1,0,0,0,0,0,1
openwallet-foundation/askar,2024-12,0,0,0,0,0,1,0,0,0,0,0,1
openwallet-foundation/owl-agent-test-harness,2025-04,0,0,1,0,0,0,0,0,0,0,0,1
