repo,month,PullRequestEvent,PushEvent,DeleteEvent,CreateEvent,IssueCommentEvent,PullRequestReviewEvent,IssuesEvent,PullRequestReviewCommentEvent,MemberEvent,GollumEvent,ForkEvent,DiscussionEvent,CommitCommentEvent,total
hyperledger-identus/governance,2025-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger-identus/governance,2025-02,11,13,7,5,0,3,0,0,0,0,0,0,0,39
hyperledger-identus/governance,2025-03,2,0,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger-identus/governance,2025-04,5,2,2,2,0,1,0,0,0,0,0,0,0,12
hyperledger-identus/governance,2025-06,0,1,1,0,0,1,0,0,0,0,0,0,0,3
hyperledger-identus/governance,2025-07,2,4,2,0,0,0,0,0,0,0,0,0,0,8
hyperledger-identus/governance,2025-10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-identus/governance,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-identus/governance,2026-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger-identus/governance,2026-02,1,1,1,0,0,0,1,0,0,0,0,0,0,4
credebl/governance,2024-12,3,5,2,4,0,0,0,0,0,0,0,0,0,14
credebl/governance,2025-01,10,6,4,3,0,4,0,0,0,0,0,0,0,27
credebl/governance,2025-02,3,2,5,2,1,2,0,0,0,0,0,0,0,15
credebl/governance,2025-03,3,3,2,1,0,0,0,0,0,0,0,0,0,9
credebl/governance,2025-04,0,0,0,0,0,1,0,0,0,0,0,0,0,1
credebl/governance,2025-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1
credebl/governance,2025-08,0,1,1,0,0,0,0,0,0,0,0,0,0,2
credebl/governance,2025-10,1,1,1,0,0,0,0,0,0,0,0,0,0,3
credebl/governance,2026-02,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger-iroha/governance,2024-10,18,11,8,8,0,0,0,0,0,0,0,0,0,45
hyperledger-iroha/governance,2024-11,4,4,2,2,0,0,0,0,0,0,0,0,0,12
hyperledger-iroha/governance,2025-01,3,3,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger-iroha/governance,2025-02,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-iroha/governance,2025-07,2,1,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger-iroha/governance,2025-09,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-iroha/governance,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-iroha/governance,2026-02,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-cacti/governance,2024-10,11,11,6,7,0,0,0,0,0,0,0,0,0,35
hyperledger-cacti/governance,2024-11,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger-cacti/governance,2025-01,4,2,2,2,1,2,0,0,0,0,0,0,0,13
hyperledger-cacti/governance,2025-02,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger-cacti/governance,2025-03,4,2,1,0,0,1,0,0,0,0,0,0,0,8
hyperledger-cacti/governance,2025-05,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger-cacti/governance,2025-08,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger-cacti/governance,2025-11,0,0,1,0,0,1,0,0,0,0,0,0,0,2
PQCA/landscape,2025-02,9,14,7,4,0,1,0,0,0,0,0,0,0,35
PQCA/landscape,2025-03,1,1,1,0,0,0,0,0,0,0,0,0,0,3
PQCA/landscape,2025-04,10,2,8,1,0,0,0,0,0,0,0,0,0,21
besu-eth/governance,2025-01,5,6,0,0,0,1,0,0,0,0,0,0,0,12
besu-eth/governance,2025-02,2,2,1,0,0,0,0,0,0,0,0,0,0,5
besu-eth/governance,2025-03,2,2,2,2,0,1,0,0,0,0,0,0,0,9
besu-eth/governance,2025-07,1,1,0,0,0,1,0,0,0,0,0,0,0,3
besu-eth/governance,2025-10,0,0,1,1,0,0,0,0,0,0,0,0,0,2
besu-eth/governance,2025-11,0,1,0,1,0,0,0,0,0,0,0,0,0,2
besu-eth/governance,2026-02,0,0,1,0,0,1,0,0,0,0,0,0,0,2
besu-eth/governance,2026-03,1,4,3,2,0,0,0,0,0,0,0,0,0,10
besu-eth/governance,2026-04,0,1,0,0,0,0,0,0,0,0,0,0,0,1
besu-eth/governance,2026-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LFDT-Hiero/governance,2024-08,6,3,3,3,1,2,0,0,0,0,0,0,0,18
LFDT-Hiero/governance,2024-09,2,3,1,1,0,0,0,0,0,0,0,0,0,7
LFDT-Hiero/governance,2024-10,5,7,4,0,1,3,0,0,0,0,0,0,0,20
LFDT-Regional-Chapters/governance,2025-05,1,3,1,2,0,0,0,0,0,0,0,0,0,7
LFDT-Regional-Chapters/governance,2025-06,6,4,2,5,0,0,0,0,0,0,0,0,0,17
LFDT-Regional-Chapters/governance,2025-07,4,2,2,3,0,0,0,0,0,0,0,0,0,11
LFDT-Regional-Chapters/governance,2025-08,1,1,0,1,0,0,0,0,0,0,0,0,0,3
LFDT-Regional-Chapters/governance,2025-09,1,1,0,0,0,0,0,0,0,0,0,0,0,2
LFDT-Regional-Chapters/governance,2026-05,1,1,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/tac,2024-01,0,0,0,0,2,2,2,1,0,0,0,0,0,7
openwallet-foundation/tac,2024-02,0,0,0,0,7,0,3,0,0,0,0,0,0,10
openwallet-foundation/tac,2024-05,0,0,0,0,4,0,0,0,0,0,0,0,0,4
openwallet-foundation/tac,2024-12,0,0,0,0,1,0,0,0,0,0,0,0,0,1
openwallet-foundation/tac,2025-01,1,1,0,1,9,0,3,0,0,0,0,0,0,15
openwallet-foundation/tac,2025-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/tac,2025-07,0,0,0,0,1,0,1,0,0,0,0,0,0,2
openwallet-foundation/tac,2025-09,0,0,0,0,0,0,1,0,0,0,0,0,0,1
openwallet-foundation/tac,2026-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-docs-i18n,2024-06,1,1,0,0,0,1,0,0,0,0,0,0,0,3
hyperledger/fabric-docs-i18n,2024-07,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-docs-i18n,2025-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-docs-i18n,2025-09,11,5,10,2,1,1,0,0,0,0,0,0,0,30
hyperledger/fabric-docs-i18n,2026-02,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/contribute,2025-11,1,2,35,0,1,0,0,0,0,0,0,0,0,39
LF-Decentralized-Trust/contribute,2026-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
pq-code-package/mlkem-c-aarch64,2024-03,0,1,0,2,0,0,0,0,0,0,0,0,0,3
pq-code-package/mlkem-c-aarch64,2024-05,0,0,0,0,3,0,0,0,0,0,0,0,0,3
pq-code-package/mlkem-c-aarch64,2024-06,2,7,3,2,3,0,0,0,0,0,0,0,0,17
pq-code-package/mlkem-c-aarch64,2024-09,3,4,1,2,2,3,0,2,0,0,0,0,0,17
LFDT-Lockness/governance,2024-08,5,5,2,4,0,0,0,0,0,0,0,0,0,16
LFDT-Lockness/governance,2024-09,4,1,1,3,0,0,0,0,0,0,0,0,0,9
LFDT-Lockness/governance,2024-10,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LFDT-Lockness/governance,2025-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
LFDT-Lockness/governance,2025-03,2,1,1,1,0,0,0,0,0,0,0,0,0,5
LFDT-Lockness/governance,2026-03,0,1,1,0,0,0,0,0,0,0,0,0,0,2
LFDT-Lockness/governance,2026-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-Mentorships/governance,2025-01,5,4,2,5,0,0,0,0,0,0,0,0,0,16
LF-Decentralized-Trust-Mentorships/governance,2025-02,2,2,1,1,0,0,0,0,0,0,0,0,0,6
LF-Decentralized-Trust-Mentorships/governance,2025-07,2,0,2,1,0,0,0,0,0,0,0,0,0,5
LF-Decentralized-Trust-Mentorships/governance,2025-08,1,1,1,0,0,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust-Mentorships/governance,2025-10,1,2,1,1,0,0,0,0,0,0,0,0,0,5
LF-Decentralized-Trust-Mentorships/governance,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust-Mentorships/governance,2026-05,0,1,1,0,0,0,0,0,0,0,0,0,0,2
hiero-ledger/hiero-sdk-tck,2025-05,9,5,5,5,0,0,0,0,0,0,0,0,0,24
hiero-ledger/hiero-sdk-tck,2025-06,3,3,0,4,0,0,0,0,0,0,0,0,0,10
hyperledger-solang/governance,2024-09,7,5,5,7,0,0,0,0,0,0,0,0,0,24
hyperledger-solang/governance,2025-06,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger-solang/governance,2025-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-solang/governance,2026-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric,2024-03,1,0,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric,2024-04,1,0,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric,2024-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric,2024-06,2,3,1,1,0,0,0,0,0,0,0,0,0,7
hyperledger/fabric,2024-08,0,0,0,0,1,0,1,0,0,0,0,0,0,2
hyperledger/fabric,2024-09,0,0,0,0,3,0,0,0,0,0,0,0,0,3
hyperledger/fabric,2024-11,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/fabric,2025-01,4,2,1,1,0,0,0,0,0,0,0,0,0,8
hyperledger/fabric,2025-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/fabric,2026-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts-ext,2025-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts-ext,2025-04,10,6,11,1,0,0,0,0,0,0,0,0,0,28
LF-Decentralized-Trust/project-proposals,2024-10,1,0,0,0,0,1,0,0,0,0,0,0,0,2
LF-Decentralized-Trust/project-proposals,2024-11,1,1,0,0,1,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust/project-proposals,2025-03,0,0,0,0,2,0,0,0,0,0,0,0,0,2
LF-Decentralized-Trust/project-proposals,2025-04,0,0,2,1,0,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust/project-proposals,2025-07,1,0,0,0,0,1,0,0,0,0,0,0,0,2
LF-Decentralized-Trust/project-proposals,2025-08,1,0,2,1,0,0,0,0,0,0,0,0,0,4
LF-Decentralized-Trust/project-proposals,2025-09,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/project-proposals,2025-10,1,5,1,0,1,0,2,0,0,0,0,0,0,10
LF-Decentralized-Trust/project-proposals,2026-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger-caliper/governance,2024-10,4,5,2,3,0,0,0,0,0,0,0,0,0,14
hyperledger-caliper/governance,2024-11,2,2,1,1,0,0,0,0,0,0,0,0,0,6
hyperledger-caliper/governance,2025-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger-caliper/governance,2025-11,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger-cello/governance,2024-10,2,3,1,3,0,0,0,0,0,0,0,0,0,9
hyperledger-cello/governance,2024-11,2,2,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger-cello/governance,2025-01,4,3,2,2,0,0,0,0,0,0,0,0,0,11
hyperledger-cello/governance,2025-06,1,1,0,0,0,0,0,0,0,0,0,0,0,2
PQCA/cbomkit,2025-05,5,2,3,2,11,1,0,0,0,0,1,0,0,25
PQCA/cbomkit,2025-06,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger-web3j/governance,2024-10,3,3,4,6,0,0,0,0,0,0,0,0,0,16
hyperledger-web3j/governance,2024-11,1,2,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger-web3j/governance,2025-03,1,1,0,1,1,0,0,0,0,0,0,0,0,4
LFDT-Smoot/governance,2025-03,2,5,1,3,0,0,0,0,0,0,0,0,0,11
LFDT-Smoot/governance,2025-04,2,2,1,1,0,0,0,0,0,0,0,0,0,6
LFDT-Smoot/governance,2025-05,1,1,0,0,2,0,0,0,0,0,0,0,0,4
LFDT-Smoot/governance,2025-09,0,0,1,1,0,0,0,0,0,0,0,0,0,2
LFDT-Smoot/governance,2025-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/firefly,2024-12,0,0,0,0,0,2,0,2,0,0,0,0,0,4
hyperledger/firefly,2025-01,6,3,4,3,0,0,0,0,0,0,0,0,0,16
hyperledger/firefly,2025-02,1,1,0,0,0,0,0,0,0,0,1,0,0,3
hiero-ledger/hiero-sdk-js,2025-04,4,4,0,4,0,0,0,0,0,0,0,0,0,12
hiero-ledger/hiero-sdk-js,2025-05,2,2,0,2,0,0,0,0,0,0,0,0,0,6
hiero-ledger/hiero-sdk-js,2025-06,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hiero-ledger/hiero-sdk-js,2025-07,0,0,0,0,0,1,0,1,0,0,0,0,0,2
hyperledger-bevel/governance,2024-10,4,3,2,3,0,0,0,0,0,0,0,0,0,12
hyperledger-bevel/governance,2024-11,1,1,0,0,0,1,0,0,0,0,0,0,0,3
hyperledger-bevel/governance,2025-01,2,0,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger-bevel/governance,2025-08,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/hyperledger-hip,2024-01,1,2,0,0,1,0,0,0,0,0,0,0,0,4
hyperledger/hyperledger-hip,2024-06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/hyperledger-hip,2024-08,2,1,1,1,2,1,0,0,0,0,0,0,0,8
hyperledger/hyperledger-hip,2024-09,0,0,0,0,4,2,0,1,0,0,0,0,0,7
hyperledger/hyperledger-hip,2024-10,0,0,0,0,0,1,0,1,0,0,0,0,0,2
open-quantum-safe/liboqs-ry,2024-05,0,19,0,1,0,0,0,0,2,0,0,0,0,22
open-quantum-safe/oqs-provider,2024-03,1,0,1,1,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/oqs-provider,2024-07,0,0,0,0,3,0,0,0,0,0,0,0,0,3
open-quantum-safe/oqs-provider,2024-08,0,0,1,0,3,1,0,1,0,0,0,0,0,6
open-quantum-safe/oqs-provider,2024-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
open-quantum-safe/oqs-provider,2024-12,0,0,0,0,3,0,0,0,0,0,0,0,0,3
open-quantum-safe/oqs-provider,2025-01,1,0,0,1,1,0,1,0,0,0,0,0,0,4
open-quantum-safe/oqs-provider,2025-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
open-quantum-safe/oqs-provider,2025-10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
openwallet-foundation/bifold-wallet,2025-01,3,2,0,3,0,0,0,0,0,0,0,0,0,8
openwallet-foundation/bifold-wallet,2025-04,3,1,2,1,7,0,0,0,0,0,0,0,0,14
hyperledger-labs/hyperledger-labs.github.io,2024-01,0,2,0,0,1,0,0,0,0,0,0,0,0,3
hyperledger-labs/hyperledger-labs.github.io,2024-02,0,4,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/hyperledger-labs.github.io,2024-03,0,0,0,0,2,0,0,0,0,0,0,0,0,2
hyperledger-labs/hyperledger-labs.github.io,2024-04,3,1,1,1,1,0,0,0,0,0,0,0,0,7
hyperledger-labs/hyperledger-labs.github.io,2024-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger-labs/hyperledger-labs.github.io,2024-08,1,1,1,1,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/acapy,2024-10,0,0,0,0,3,0,0,0,0,0,0,0,0,3
openwallet-foundation/acapy,2024-12,3,0,1,3,6,0,0,0,0,0,0,0,0,13
openwallet-foundation/acapy,2025-03,1,0,0,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/acapy,2025-06,0,0,0,0,3,0,0,0,0,0,0,0,0,3
hyperledger-cacti/cacti,2024-10,1,1,1,1,1,0,0,0,0,0,0,0,0,5
hyperledger-cacti/cacti,2025-01,2,1,1,1,1,0,0,0,0,0,0,0,0,6
hyperledger-cacti/cacti,2025-02,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-cacti/cacti,2025-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-cacti/cacti,2025-07,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-cacti/cacti,2025-09,1,3,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger-firefly/governance,2024-10,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger-firefly/governance,2024-11,1,2,0,1,0,0,0,0,0,0,0,0,0,4
hyperledger-firefly/governance,2025-01,2,5,3,2,0,0,0,0,0,0,0,0,0,12
hyperledger-firefly/governance,2025-09,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-firefly/governance,2025-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hiero-ledger/tsc-eligibility-check,2025-04,1,0,0,1,0,1,0,0,0,0,0,0,0,3
hiero-ledger/tsc-eligibility-check,2025-05,2,3,2,0,0,7,0,1,0,0,0,0,0,15
hiero-ledger/tsc-eligibility-check,2025-06,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hyperledger-TWGC/tape,2024-01,2,2,1,0,3,0,0,0,0,0,0,0,0,8
Hyperledger-TWGC/tape,2025-03,4,0,0,0,1,0,0,0,0,0,0,0,0,5
Hyperledger-TWGC/tape,2025-06,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hyperledger-TWGC/tape,2025-07,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hyperledger-TWGC/tape,2025-09,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Hyperledger-TWGC/tape,2025-11,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LFDT-Nightstream/Nightstream,2025-12,0,0,0,0,0,0,0,0,18,0,0,0,0,18
hyperledger-labs/blockchain-carbon-accounting,2025-01,2,1,1,1,0,0,0,0,0,0,0,0,0,5
hyperledger-labs/blockchain-carbon-accounting,2025-11,1,2,7,0,3,0,0,0,0,0,0,0,0,13
hyperledger/besu-native,2024-02,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/besu-native,2024-03,1,0,0,0,0,0,0,0,0,0,1,0,0,2
hyperledger/besu-native,2024-06,3,5,1,2,0,0,0,0,0,0,0,0,0,11
hyperledger/besu-native,2025-01,2,0,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger-indy/governance,2025-01,2,2,1,3,0,0,0,0,0,0,0,0,0,8
hyperledger-indy/governance,2025-11,0,1,1,0,0,1,0,0,0,0,0,0,0,3
hyperledger-indy/governance,2025-12,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger-indy/governance,2026-02,0,1,0,0,0,1,0,0,0,0,0,0,0,2
pq-code-package/pq-code-package-hackathon,2024-03,3,3,1,3,4,0,3,0,0,0,0,0,0,17
besu-eth/wiki,2025-09,0,2,0,2,0,0,0,0,0,1,0,0,0,5
besu-eth/wiki,2025-10,0,0,0,0,0,0,0,0,0,11,0,0,0,11
LFDT-Besu/governance,2024-09,4,6,2,3,0,0,0,0,0,0,0,0,0,15
hyperledger/caliper,2024-01,11,0,0,0,0,0,0,0,0,0,0,0,0,11
hyperledger/caliper,2024-02,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/caliper,2024-04,0,0,0,0,1,0,0,0,0,0,0,0,0,1
pq-code-package/documentation,2024-03,2,8,2,3,0,0,0,0,0,0,0,0,0,15
hiero-ledger/hiero-sdk-python,2025-01,3,4,2,1,1,2,0,0,0,0,0,0,0,13
hiero-ledger/hiero-sdk-python,2025-02,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-caliper/caliper,2025-09,1,0,0,0,0,1,0,1,0,0,0,0,0,3
hyperledger-caliper/caliper,2025-10,4,5,0,2,0,0,0,0,0,0,0,0,0,11
trustoverip/governance,2025-10,1,2,1,1,0,0,0,0,0,0,0,0,0,5
trustoverip/governance,2025-11,0,4,0,0,0,0,0,0,0,0,0,0,0,4
trustoverip/governance,2026-03,0,1,0,2,0,0,0,0,0,0,0,0,0,3
trustoverip/governance,2026-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1
trustoverip/governance,2026-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node,2024-02,0,0,0,0,0,3,0,0,0,0,0,0,0,3
hyperledger/indy-node,2025-01,2,2,3,1,2,0,0,0,0,0,0,0,0,10
LF-Decentralized-Trust-labs/paladin,2024-11,0,1,0,0,1,0,0,0,0,0,0,0,0,2
LF-Decentralized-Trust-labs/paladin,2025-02,1,7,0,1,0,0,0,0,0,0,0,0,0,9
LF-Decentralized-Trust-labs/paladin,2025-03,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LFDT-Minokawa/governance,2025-10,0,1,1,1,0,0,0,0,0,0,0,0,0,3
LFDT-Minokawa/governance,2025-12,2,2,0,1,0,0,0,0,0,0,0,0,0,5
LFDT-Minokawa/governance,2026-01,1,1,2,0,0,0,0,0,0,0,0,0,0,4
hiero-ledger/.github,2024-10,0,0,0,0,3,0,0,0,0,0,0,0,0,3
hiero-ledger/.github,2025-03,0,0,1,0,0,1,0,0,0,0,0,0,0,2
hiero-ledger/.github,2025-05,0,0,0,0,0,5,0,0,0,0,0,0,0,5
hiero-ledger/.github,2025-08,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hiero-ledger/.github,2025-10,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/caliper-benchmarks,2024-02,11,0,0,0,0,0,0,0,0,0,0,0,0,11
hyperledger/caliper-benchmarks,2024-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/.github,2024-10,0,3,0,0,0,0,0,0,0,0,0,0,0,3
LF-Decentralized-Trust/.github,2025-01,2,2,0,1,0,0,0,0,0,0,0,0,0,5
LF-Decentralized-Trust/.github,2025-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/.github,2025-06,0,1,0,1,0,0,0,0,0,0,0,0,0,2
LF-Decentralized-Trust/tac-eligibility-check,2024-10,0,3,0,2,0,0,0,0,0,0,0,0,0,5
LF-Decentralized-Trust/tac-eligibility-check,2025-04,4,0,1,1,0,0,0,0,0,0,0,0,0,6
LFDT-Regional-Chapters/LFDT-European-Chapter,2025-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LFDT-Regional-Chapters/LFDT-European-Chapter,2025-07,5,1,1,3,0,0,0,0,0,0,0,0,0,10
hiero-ledger/tsc,2024-10,0,0,0,0,0,3,0,1,0,0,0,0,0,4
hiero-ledger/tsc,2025-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hiero-ledger/tsc,2025-07,0,0,1,0,2,3,0,0,0,0,0,0,0,6
hyperledger-labs/splice,2024-02,2,2,1,3,0,0,0,0,0,0,0,0,0,8
hyperledger-labs/splice,2024-08,1,0,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/web3j-docs,2024-04,5,0,3,3,0,0,0,0,0,0,0,0,0,11
hyperledger/web3j-openapi,2024-04,5,1,2,3,0,0,0,0,0,0,0,0,0,11
open-quantum-safe/ci-containers,2024-03,2,0,1,0,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/ci-containers,2024-04,0,0,0,0,1,0,0,0,0,0,0,0,0,1
open-quantum-safe/ci-containers,2024-08,0,0,1,0,4,1,0,1,0,0,0,0,0,7
open-quantum-safe/liboqs-python,2024-03,2,0,1,1,0,0,0,0,0,0,0,0,0,4
open-quantum-safe/liboqs-python,2024-06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
open-quantum-safe/liboqs-python,2025-08,1,0,0,0,1,0,0,0,0,0,0,0,0,2
open-quantum-safe/liboqs-python,2025-09,0,1,0,0,1,0,0,0,0,0,0,0,0,2
open-quantum-safe/liboqs-python,2025-10,0,0,1,0,0,0,0,0,0,0,0,0,0,1
open-quantum-safe/liboqs-python,2026-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1
open-quantum-safe/www,2024-05,4,2,2,0,3,0,0,0,0,0,0,0,0,11
openwallet-foundation-labs/wallet-framework-dotnet,2024-01,0,0,0,0,1,1,0,0,0,0,0,0,0,2
openwallet-foundation-labs/wallet-framework-dotnet,2024-02,0,0,0,0,5,0,0,0,0,0,0,0,0,5
openwallet-foundation-labs/wallet-framework-dotnet,2024-09,0,0,0,0,0,1,0,0,0,0,0,0,0,1
openwallet-foundation-labs/wallet-framework-dotnet,2024-10,1,1,1,0,0,0,0,0,0,0,0,0,0,3
pq-code-package/mlkem-c-embedded,2024-03,4,3,2,2,0,0,0,0,0,0,0,0,0,11
pq-code-package/mlkem-rust-libcrux,2024-03,3,1,2,3,0,0,0,0,0,0,0,0,0,9
pq-code-package/mlkem-rust-libcrux,2025-09,1,0,0,1,0,0,0,0,0,0,0,0,0,2
LFDT-Verii/core,2025-07,0,1,1,0,0,0,0,0,0,0,0,0,0,2
LFDT-Verii/core,2026-01,0,0,0,0,0,0,7,0,0,0,0,0,0,7
LFDT-Verii/core,2026-04,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LFDT-Verii/governance,2025-06,2,1,0,1,0,0,0,0,0,0,0,0,0,4
LFDT-Verii/governance,2025-07,2,3,0,0,0,1,0,0,0,0,0,0,0,6
hyperledger/aries-askar,2024-06,0,0,0,0,8,0,0,0,0,0,0,0,0,8
hyperledger/aries-askar,2024-10,0,0,0,0,2,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-node,2025-09,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-node,2025-10,0,2,0,0,2,2,0,1,0,0,0,0,0,7
hyperledger/toc-docs,2024-02,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/toc-docs,2024-05,3,4,0,1,0,1,0,0,0,0,0,0,0,9
openwallet-foundation-labs/sd-jwt-js,2024-02,2,1,1,1,5,0,0,0,0,0,0,0,0,10
LFDT-Nightstream/governance,2025-10,0,3,3,1,1,1,0,0,0,0,0,0,0,9
PQCA/.github,2024-02,0,3,0,0,0,0,0,0,0,0,0,0,0,3
PQCA/.github,2024-03,2,0,1,1,0,0,0,0,0,0,0,0,0,4
PQCA/.github,2025-11,0,1,0,1,0,0,0,0,0,0,0,0,0,2
credebl/mobile-sdk,2025-03,2,3,2,1,0,1,0,0,0,0,0,0,0,9
hyperledger-labs/pluggable-hcs,2024-04,9,0,0,0,0,0,0,0,0,0,0,0,0,9
hyperledger/besu,2024-02,2,0,0,0,1,0,0,0,0,0,1,0,0,4
hyperledger/besu,2024-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/besu,2024-06,1,0,0,0,2,0,0,0,0,0,1,0,0,4
hyperledger/web3j-openapi-gradle-plugin,2024-04,3,0,3,3,0,0,0,0,0,0,0,0,0,9
open-quantum-safe/oqs-demos,2024-03,1,0,1,1,0,0,0,0,0,0,0,0,0,3
open-quantum-safe/oqs-demos,2024-07,0,0,0,0,1,0,0,0,0,0,0,0,0,1
open-quantum-safe/oqs-demos,2024-08,0,0,0,0,2,0,0,0,0,0,0,0,0,2
open-quantum-safe/oqs-demos,2024-11,0,0,0,0,1,0,0,0,0,0,0,0,0,1
