repo,month,PullRequestEvent,IssueCommentEvent,PushEvent,PullRequestReviewEvent,PullRequestReviewCommentEvent,IssuesEvent,CreateEvent,ReleaseEvent,WatchEvent,ForkEvent,DeleteEvent,GollumEvent,total
hyperledger/fabric-ca,2022-10,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-ca,2022-11,1,0,0,0,0,0,0,0,0,1,0,0,2
Hyperledger-TWGC/fabric-admin-sdk,2022-06,0,0,0,0,0,0,0,0,1,0,0,0,1
Hyperledger-TWGC/fabric-admin-sdk,2022-07,0,0,0,0,0,0,0,0,0,1,0,0,1
LF-Decentralized-Trust-labs/LF-Decentralized-Trust-labs.github.io,2024-11,0,0,0,0,0,0,0,0,1,0,0,0,1
LF-Decentralized-Trust-labs/LF-Decentralized-Trust-labs.github.io,2025-09,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger-bevel/bevel,2024-11,0,1,0,0,0,1,0,0,0,0,0,0,2
hyperledger/bevel-operator-fabric,2023-02,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/bevel-operator-fabric,2024-06,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/fabric-config,2022-09,1,0,0,0,0,0,0,0,0,1,0,0,2
hyperledger/fabric-sdk-node,2018-02,0,0,0,0,0,0,0,0,0,1,0,0,1
hyperledger/fabric-sdk-node,2021-09,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/firefly-fabconnect,2022-09,0,1,0,0,0,0,0,0,1,0,0,0,2
LF-Decentralized-Trust-labs/chainlaunch,2025-03,0,0,0,0,0,0,0,0,1,0,0,0,1
LF-Decentralized-Trust-labs/contributors-site,2025-09,0,0,0,0,0,0,0,0,1,0,0,0,1
LF-Decentralized-Trust-labs/fabric-chaincode-rust,2025-04,0,0,0,0,0,0,0,0,1,0,0,0,1
LF-Decentralized-Trust-labs/fabric-sdk-rust,2025-04,0,0,0,0,0,0,0,0,1,0,0,0,1
LF-Decentralized-Trust-labs/hypernate,2025-09,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-labs/blockchain-verifier,2021-06,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-labs/fabric-ansible-collection,2024-02,0,0,0,0,0,0,0,0,0,1,0,0,1
hyperledger-labs/fabric-chaincode-wasm,2020-04,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-labs/fabric-debugger,2024-09,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-labs/fabric-multi-channel-network-samples,2019-04,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-labs/fabric-operations-console,2021-07,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-labs/fabric-opssc,2021-06,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-labs/governance,2024-06,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger-labs/hlf-operator,2022-06,0,0,0,0,0,0,0,0,0,1,0,0,1
hyperledger-labs/solang,2020-09,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/caliper-benchmarks,2020-01,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/ci-management,2019-08,0,0,0,0,0,0,0,0,0,1,0,0,1
hyperledger/composer-concerto,2018-10,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-cli,2022-07,0,0,0,0,0,0,0,0,0,1,0,0,1
hyperledger/fabric-sdk-java,2021-04,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2022-11,0,0,0,0,0,1,0,0,0,0,0,0,1
open-quantum-safe/liboqs,2022-11,0,0,0,0,0,0,0,0,1,0,0,0,1
openwallet-foundation-labs/sd-jwt-js,2024-05,0,0,0,0,0,0,0,0,1,0,0,0,1
